Objective,Algorithm,ScenarioID,Description,RiseTime,SettlingTime,OvershootPct,SteadyStateError,PeakTime,ObjectiveValue
ISE,SKA,S7,Up Res+,1.6955930397317558,1.7666666666666666,0.0,0.06550629752532089,24.934493702474672,697.137041905436
ISE,SKA,S8,Down Normal,0.473693749229687,0.5,0.0,-0.02252731014232623,25.02252731014233,201.28927472142752
ISE,SKA,S9,Down Mass+,0.5104567922238523,0.5333333333333333,0.0,-0.025335637102845254,25.025335637102845,216.48528029330362
ISE,SKA,S10,Down Mass-,0.4352158562324784,0.4666666666666667,0.0,-0.019718983041592253,25.0197189830416,185.5219177347827
ISE,SKA,S11,Down Res+,0.4854296106227016,0.5166666666666666,0.0,-0.019630310234809656,25.019630310234817,205.10216319479784
ITSE,KMA,S0,Normal,0.7331276348096615,0.7666666666666666,0.0,0.020264430066657013,24.97973556993335,144.89533599580074
ITSE,KMA,S1,Mass+10%,0.823099084674635,0.8666666666666667,0.0,0.021735276567376616,24.97826472343262,173.8079138176404
ITSE,KMA,S2,Mass-10%,0.6463921410862707,0.6833333333333333,0.0,0.018793583604384878,24.981206416395615,119.2778069954125
ITSE,KMA,S3,Res+20%,0.761501680604928,0.8,0.0,0.023206123106568555,24.976793876893428,174.1506257532401
ITSE,KMA,S4,Up Normal,1.5652555130358827,1.6333333333333333,0.0,0.06260929323276088,24.93739070676724,1036.815164963233
ITSE,KMA,S5,Up Mass+,2.0300620526188404,2.1166666666666667,0.0,0.06831462902153618,24.931685370978457,1378.6058803728502
ITSE,KMA,S6,Up Mass-,1.2218495977646255,1.2833333333333332,0.0,0.05690395802270487,24.94309604197729,792.66343195676
ITSE,KMA,S7,Up Res+,1.6955930397317558,1.7666666666666666,0.0,0.06550629752532089,24.934493702474672,1157.7189131904604
ITSE,KMA,S8,Down Normal,0.473693749229687,0.5,0.0,-0.02252731014232623,25.02252731014233,124.24003485846642
ITSE,KMA,S9,Down Mass+,0.5104567922238523,0.5333333333333333,0.0,-0.025335637102845254,25.025335637102845,154.0255168031231
ITSE,KMA,S10,Down Mass-,0.4352158562324784,0.4666666666666667,0.0,-0.019718983041592253,25.0197189830416,97.55955677363968
ITSE,KMA,S11,Down Res+,0.4854296106227016,0.5166666666666666,0.0,-0.019630310234809656,25.019630310234817,102.699169685811
ITSE,GA,S0,Normal,0.7331276348096615,0.7666666666666666,0.0,0.020310064807059547,24.979689935192937,145.24320621003463
ITSE,GA,S1,Mass+10%,0.823099084674635,0.8666666666666667,0.0,0.021784223600526786,24.97821577639948,174.20811302593333
ITSE,GA,S2,Mass-10%,0.6463921410862707,0.6833333333333333,0.0,0.018835906052338203,24.981164093947665,119.57703980330089
ITSE,GA,S3,Res+20%,0.761501680604928,0.8,0.0,0.023258382432690183,24.976741617567306,174.60681509152064
ITSE,GA,S4,Up Normal,1.5652555130358827,1.6333333333333333,0.0,0.06275028713157127,24.93724971286842,1040.1331292070038
ITSE,GA,S5,Up Mass+,2.0300620526188404,2.1166666666666667,0.0,0.0684684711490462,24.931531528850957,1382.5533191689335
ITSE,GA,S6,Up Mass-,1.2218495977646255,1.2833333333333332,0.0,0.057032103696766256,24.94296789630324,795.4053420010775
ITSE,GA,S7,Up Res+,1.6955930397317558,1.7666666666666666,0.0,0.065653815382273,24.934346184617727,1161.3504451346973
ITSE,GA,S8,Down Normal,0.473693749229687,0.5,0.0,-0.022578040765512952,25.022578040765517,124.66997112706348
ITSE,GA,S9,Down Mass+,0.5104567922238523,0.5333333333333333,0.0,-0.025392691965869574,25.025392691965877,154.5693235386174
ITSE,GA,S10,Down Mass-,0.4352158562324784,0.4666666666666667,0.0,-0.019763389423989253,25.01976338942399,97.88898651886781
ITSE,GA,S11,Down Res+,0.4854296106227016,0.5166666666666666,0.0,-0.019674516929569563,25.01967451692957,103.02563516026461
ITSE,HOA,S0,Normal,0.7331276348096615,0.7666666666666666,0.0,0.020264430066657013,24.97973556993335,144.89533599580074
ITSE,HOA,S1,Mass+10%,0.823099084674635,0.8666666666666667,0.0,0.021735276567376616,24.97826472343262,173.8079138176404
ITSE,HOA,S2,Mass-10%,0.6463921410862707,0.6833333333333333,0.0,0.018793583604384878,24.981206416395615,119.2778069954125
ITSE,HOA,S3,Res+20%,0.761501680604928,0.8,0.0,0.023206123106568555,24.976793876893428,174.1506257532401
ITSE,HOA,S4,Up Normal,1.5652555130358827,1.6333333333333333,0.0,0.06260929323276088,24.93739070676724,1036.815164963233
ITSE,HOA,S5,Up Mass+,2.0300620526188404,2.1166666666666667,0.0,0.06831462902153618,24.931685370978457,1378.6058803728502
ITSE,HOA,S6,Up Mass-,1.2218495977646255,1.2833333333333332,0.0,0.05690395802270487,24.94309604197729,792.66343195676
ITSE,HOA,S7,Up Res+,1.6955930397317558,1.7666666666666666,0.0,0.06550629752532089,24.934493702474672,1157.7189131904604
ITSE,HOA,S8,Down Normal,0.473693749229687,0.5,0.0,-0.02252731014232623,25.02252731014233,124.24003485846642
